"id","parent1","parent2"
"16401_N021","Brite_Eyes","Stormy_Weather"
"16401_N025","Brite_Eyes","Stormy_Weather"
"16401_N026","Brite_Eyes","Stormy_Weather"
"16401_N028","Brite_Eyes","Stormy_Weather"
"16401_N029","Brite_Eyes","Stormy_Weather"
"16401_N031","Brite_Eyes","Stormy_Weather"
"16401_N033","Brite_Eyes","Stormy_Weather"
"16401_N034","Brite_Eyes","Stormy_Weather"
"16401_N035","Brite_Eyes","Stormy_Weather"
"16401_N037","Brite_Eyes","Stormy_Weather"
"16401_N038","Brite_Eyes","Stormy_Weather"
"16401_N039","Brite_Eyes","Stormy_Weather"
"16401_N040","Brite_Eyes","Stormy_Weather"
"16401_N041","Brite_Eyes","Stormy_Weather"
"16401_N042","Brite_Eyes","Stormy_Weather"
"16401_N043","Brite_Eyes","Stormy_Weather"
"16401_N045","Brite_Eyes","Stormy_Weather"
"16401_N047","Brite_Eyes","Stormy_Weather"
"16401_N051","Brite_Eyes","Stormy_Weather"
"16401_N052","Brite_Eyes","Stormy_Weather"
"16401_N053","Brite_Eyes","Stormy_Weather"
"16401_N054","Brite_Eyes","Stormy_Weather"
"16401_N055","Brite_Eyes","Stormy_Weather"
"16401_N056","Brite_Eyes","Stormy_Weather"
"16401_N113","Brite_Eyes","Stormy_Weather"
"16401_N114","Brite_Eyes","Stormy_Weather"
"16401_N115","Brite_Eyes","Stormy_Weather"
"16401_N118","Brite_Eyes","Stormy_Weather"
"16401_N119","Brite_Eyes","Stormy_Weather"
"16401_N120","Brite_Eyes","Stormy_Weather"
"16401_N086","Brite_Eyes","Stormy_Weather"
"16401_N087","Brite_Eyes","Stormy_Weather"
"16401_N069","Brite_Eyes","Stormy_Weather"
"16401_N070","Brite_Eyes","Stormy_Weather"
"16401_N071","Brite_Eyes","Stormy_Weather"
"16401_N073","Brite_Eyes","Stormy_Weather"
"16401_N076","Brite_Eyes","Stormy_Weather"
"16401_N078","Brite_Eyes","Stormy_Weather"
"16401_N079","Brite_Eyes","Stormy_Weather"
"16401_N080","Brite_Eyes","Stormy_Weather"
"16401_N081","Brite_Eyes","Stormy_Weather"
"16401_N082","Brite_Eyes","Stormy_Weather"
"16401_N085","Brite_Eyes","Stormy_Weather"
"16401_N103","Brite_Eyes","Stormy_Weather"
"16401_N104","Brite_Eyes","Stormy_Weather"
"16401_N088","Brite_Eyes","Stormy_Weather"
"16401_N089","Brite_Eyes","Stormy_Weather"
"16401_N090","Brite_Eyes","Stormy_Weather"
"16401_N092","Brite_Eyes","Stormy_Weather"
"16401_N093","Brite_Eyes","Stormy_Weather"
"16401_N094","Brite_Eyes","Stormy_Weather"
"16401_N095","Brite_Eyes","Stormy_Weather"
"16401_N098","Brite_Eyes","Stormy_Weather"
"16401_N099","Brite_Eyes","Stormy_Weather"
"16401_N101","Brite_Eyes","Stormy_Weather"
"16401_N102","Brite_Eyes","Stormy_Weather"
"16401_N107","Brite_Eyes","Stormy_Weather"
"16401_N108","Brite_Eyes","Stormy_Weather"
"16401_N105","Brite_Eyes","Stormy_Weather"
"16401_N106","Brite_Eyes","Stormy_Weather"
"16401_N111","Brite_Eyes","Stormy_Weather"
"16401_N112","Brite_Eyes","Stormy_Weather"
